EmployeId,Age,Gender,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,EducationField,EmployeSatisfaction,JobEngagement,JobLevel,JobSatisfaction,Role,DailyBilling,HourBilling,MonthlyBilling,MonthlyRate,Work Experience,OverTime,PercentSalaryHike,Last Rating,RelationshipSatisfaction,Hours,StockOptionLevel,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
452,35,M,Single,Yes,Sometimes,Research & Development,3,Medical,4,3,1,3,Research Scientist,158,88,2013,26470,1,Yes,11,3,1,80,0,3,3,10,8,0,0,25
448,26,M,Married,No,Sometimes,Research & Development,3,Medical,3,2,4,3,Manager,930,86,15709,25543,7,No,13,3,2,80,0,6,2,24,15,0,9,2
257,41,F,Married,No,Sometimes,Research & Development,4,Other,3,3,2,3,Healthcare Representative,897,50,4943,10988,8,Yes,16,3,4,80,1,2,2,1,0,0,0,2
351,36,M,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,2,3,Manufacturing Director,716,81,6464,8489,4,No,13,3,1,80,1,2,3,7,0,1,7,5
890,45,F,Divorced,No,No,Human Resources,4,Life Sciences,1,3,3,4,Sales Executive,231,80,19210,13413,2,No,11,3,3,80,1,2,3,5,1,0,7,7
1220,33,F,Divorced,No,Mostly,Research & Development,3,Life Sciences,3,3,3,4,Research Director,610,73,10251,26273,1,No,12,3,3,80,1,3,2,5,1,1,3,9
724,40,M,Single,No,Sometimes,Sales,3,Medical,4,2,2,4,Sales Executive,129,97,6287,4984,1,Yes,23,4,3,80,0,1,3,13,8,4,1,2
952,39,M,Single,Yes,Mostly,Research & Development,1,Human Resources,3,3,3,3,Research Director,1100,100,19717,3942,9,Yes,22,4,4,80,0,3,4,11,0,10,8,9
2054,39,M,Single,No,Sometimes,Sales,3,Marketing,3,3,4,1,Sales Executive,297,46,9252,21528,2,No,15,3,3,80,0,2,4,1,8,0,0,20
638,29,M,Single,Yes,Sometimes,Research & Development,2,Medical,3,2,1,3,Research Scientist,862,91,2791,13232,1,No,12,3,4,80,0,2,2,4,1,1,1,1
1013,40,M,Single,No,Sometimes,Research & Development,1,Life Sciences,3,2,1,4,Research Scientist,527,67,1118,9803,1,No,22,4,1,80,0,2,3,6,0,0,4,17
472,27,F,Married,No,Sometimes,Research & Development,2,Medical,3,3,2,3,Manufacturing Director,830,61,4578,22077,3,No,13,3,1,80,1,6,3,8,4,1,4,3
785,31,M,Single,No,Sometimes,Research & Development,3,Medical,3,3,1,3,Laboratory Technician,111,96,3375,22821,1,No,15,3,4,80,0,5,2,3,2,0,2,4
858,34,M,Married,No,Sometimes,Research & Development,2,Life Sciences,3,4,1,1,Laboratory Technician,859,66,2966,5245,9,No,24,4,2,80,1,2,3,5,1,0,2,15
898,38,F,Divorced,No,Sometimes,Research & Development,4,Medical,3,3,2,4,Healthcare Representative,236,41,5587,26647,0,No,14,3,1,80,1,2,2,14,16,5,11,14
1158,37,F,Single,No,Sometimes,Research & Development,3,Medical,1,2,1,3,Laboratory Technician,1396,42,3509,12691,0,No,11,3,4,80,0,3,2,4,4,1,2,2
1975,55,M,Married,No,Sometimes,Sales,4,Life Sciences,4,3,3,4,Sales Executive,438,97,1200,21953,6,No,14,3,1,80,1,2,3,5,4,1,2,4
1980,37,F,Single,No,Sometimes,Sales,2,Medical,1,3,2,1,Sales Executive,186,46,4927,5187,1,No,18,3,2,80,0,5,3,5,3,0,7,2
1067,40,F,Single,No,Sometimes,Research & Development,3,Medical,2,3,1,4,Laboratory Technician,425,55,3441,6767,5,No,14,3,3,80,0,3,4,8,1,1,1,27
1654,29,M,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,1,3,Research Scientist,975,65,2038,5466,1,No,17,3,1,80,1,4,3,9,4,0,4,1
1231,36,M,Divorced,Yes,Sometimes,Sales,3,Marketing,3,3,3,1,Sales Executive,697,52,9861,13688,3,Yes,12,3,4,80,1,2,3,9,0,1,0,14
1803,50,M,Single,No,Sometimes,Research & Development,4,Life Sciences,3,3,2,4,Healthcare Representative,812,64,4711,22878,7,No,25,4,3,80,0,3,4,0,3,0,5,2
83,30,M,Single,Yes,Sometimes,Sales,3,Marketing,3,2,1,1,Sales Representative,397,57,3594,3355,1,No,13,3,3,80,0,0,3,3,2,1,2,14
1042,30,M,Divorced,No,Sometimes,Research & Development,1,Medical,1,4,1,4,Research Scientist,1299,85,3326,7563,7,No,19,3,2,80,2,2,2,5,2,1,2,1
1260,28,M,Divorced,No,Sometimes,Research & Development,1,Medical,4,3,1,4,Human Resources,1027,97,2373,5954,1,No,13,3,3,80,1,2,2,3,2,2,2,4
1462,53,M,Married,No,Sometimes,Research & Development,3,Other,1,2,2,3,Laboratory Technician,442,79,4360,15224,3,No,12,3,3,80,1,2,3,5,4,1,2,1
530,27,M,Married,No,Sometimes,Sales,2,Technical Degree,3,2,1,2,Sales Representative,146,72,2907,24257,1,No,12,3,1,80,0,2,4,5,2,0,2,16
325,44,M,Single,Yes,Sometimes,Sales,4,Life Sciences,1,3,4,1,Sales Executive,381,51,10367,13746,2,No,11,3,2,80,0,2,3,2,4,2,0,1
357,32,M,Married,No,Sometimes,Human Resources,2,Medical,4,3,3,1,Healthcare Representative,1188,38,10886,12017,6,Yes,11,3,4,80,1,1,4,6,8,2,6,7
125,39,F,Single,Yes,Mostly,Research & Development,4,Medical,3,1,1,2,Laboratory Technician,1369,61,2433,12756,3,No,12,3,3,80,0,2,1,7,0,7,7,2
1638,53,F,Married,No,Sometimes,Research & Development,4,Medical,4,2,1,4,Research Scientist,1127,53,2991,5595,8,No,14,3,3,80,3,3,2,2,2,2,1,1
448,21,M,Single,No,No,Research & Development,1,Medical,3,1,1,2,Research Scientist,976,60,2084,7962,1,No,14,3,4,80,0,0,3,1,0,0,0,6
1469,21,M,Divorced,No,Sometimes,Research & Development,3,Medical,4,3,2,4,Research Scientist,1011,74,4075,4309,1,No,14,3,2,80,2,2,2,3,2,4,2,6
434,45,F,Married,No,Sometimes,Sales,3,Marketing,3,3,2,4,Sales Executive,185,75,6140,9232,0,No,15,3,4,80,1,3,3,7,7,7,7,2
892,41,M,Single,No,Sometimes,Research & Development,4,Life Sciences,4,3,3,4,Healthcare Representative,1471,87,17734,15322,2,No,17,3,3,80,0,3,2,0,0,0,0,8
2052,44,M,Married,No,Mostly,Research & Development,3,Life Sciences,4,2,1,1,Laboratory Technician,205,61,2919,13452,1,No,18,3,4,80,2,3,3,10,9,15,17,12
472,31,M,Married,Yes,No,Human Resources,3,Life Sciences,1,2,1,3,Laboratory Technician,618,70,2726,25235,7,Yes,12,3,4,80,1,3,1,1,0,0,0,10
1775,45,M,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,2,1,Healthcare Representative,1058,67,2818,9024,3,No,16,3,3,80,2,3,3,2,1,0,2,20
2060,50,M,Married,No,Sometimes,Research & Development,3,Medical,4,2,5,3,Research Director,809,95,10097,17265,6,Yes,15,3,4,80,1,3,3,27,7,0,9,9
12,30,M,Married,No,Sometimes,Research & Development,1,Medical,4,3,1,4,Laboratory Technician,797,83,2339,21968,9,No,14,3,3,80,1,2,2,4,2,1,2,1
154,42,F,Married,No,Mostly,Research & Development,4,Life Sciences,4,2,2,2,Manufacturing Director,1192,90,4408,21593,2,No,13,3,3,80,0,3,2,5,2,0,2,1
1356,25,F,Married,Yes,Mostly,Research & Development,1,Life Sciences,3,2,1,4,Laboratory Technician,1427,71,2944,16985,1,Yes,11,3,3,80,1,2,4,2,3,1,2,14
591,52,M,Single,No,Mostly,Human Resources,1,Technical Degree,3,3,2,1,Healthcare Representative,1492,33,5261,13767,7,Yes,16,3,4,80,0,3,2,13,2,1,2,2
1121,59,F,Married,No,Sometimes,Sales,3,Medical,4,3,4,2,Sales Executive,1379,83,19845,3930,0,No,19,3,1,80,1,2,2,17,7,4,16,3
139,20,F,Single,Yes,Sometimes,Sales,3,Marketing,4,2,2,3,Sales Executive,204,45,6046,18033,1,No,12,3,3,80,0,2,4,7,4,5,7,29
857,43,F,Divorced,No,Sometimes,Sales,1,Marketing,3,1,2,2,Sales Representative,218,32,2578,2227,1,Yes,14,3,3,80,2,3,2,1,0,0,0,12
971,31,M,Single,No,Sometimes,Human Resources,4,Life Sciences,3,2,3,3,Manufacturing Director,476,40,14015,13618,4,No,25,4,1,80,0,2,2,4,7,0,2,7
1592,26,M,Single,No,Mostly,Research & Development,3,Life Sciences,4,1,1,2,Research Scientist,1416,56,2707,6457,0,No,20,4,2,80,0,2,3,3,2,1,0,11
838,35,M,Married,No,Mostly,Sales,4,Life Sciences,4,3,4,2,Manager,542,79,19834,3965,2,No,25,4,4,80,1,3,4,7,4,0,0,3
526,51,M,Married,No,Sometimes,Sales,3,Medical,3,3,3,2,Manager,799,34,18223,7446,4,Yes,12,3,2,80,1,3,3,22,6,8,7,8
1267,41,F,Married,No,Mostly,Sales,3,Life Sciences,1,3,3,3,Sales Executive,238,64,8584,22695,5,No,11,3,3,80,0,3,4,6,7,1,5,2
965,43,M,Married,No,Mostly,Research & Development,4,Medical,1,2,1,1,Laboratory Technician,451,66,2775,6273,9,No,22,4,1,80,0,1,3,2,2,2,2,2
1373,28,M,Married,No,Sometimes,Research & Development,4,Medical,2,3,1,3,Research Scientist,552,99,1102,15508,1,No,11,3,4,80,1,2,2,5,2,1,1,4
1606,41,M,Married,No,Sometimes,Research & Development,2,Medical,2,4,3,4,Laboratory Technician,852,73,7451,9438,8,No,15,3,1,80,1,2,2,7,7,0,7,2
1058,40,M,Married,No,Sometimes,Sales,5,Marketing,4,2,4,2,Sales Executive,1092,90,17950,5999,0,No,11,3,3,80,0,4,2,10,8,12,9,1
239,51,M,Divorced,No,No,Sales,3,Marketing,2,3,3,1,Sales Executive,657,59,10629,22646,4,No,12,3,4,80,3,2,4,21,8,5,10,1
639,40,F,Married,No,Sometimes,Research & Development,4,Life Sciences,1,3,4,2,Manager,350,58,16763,26341,4,No,21,4,1,80,1,0,3,17,8,11,15,5
121,39,F,Married,No,Sometimes,Sales,4,Marketing,1,3,2,3,Sales Representative,693,77,6273,15762,7,No,15,3,2,80,1,3,3,10,7,0,8,2
372,27,M,Divorced,No,Sometimes,Research & Development,1,Life Sciences,3,1,1,4,Laboratory Technician,1049,62,3527,26897,0,Yes,23,4,4,80,1,6,1,4,4,0,2,2
442,20,F,Married,No,Sometimes,Sales,2,Life Sciences,3,2,1,4,Sales Representative,138,98,3664,19436,1,No,11,3,3,80,3,0,3,6,3,0,3,2
340,35,F,Divorced,No,No,Human Resources,2,Medical,4,3,1,1,Research Scientist,1185,32,2922,22023,1,Yes,25,4,4,80,3,6,3,1,8,0,7,13
1060,26,M,Single,No,Mostly,Research & Development,1,Life Sciences,4,2,1,1,Laboratory Technician,1291,97,4970,15631,1,No,13,3,1,80,0,2,2,6,4,0,0,1
477,30,M,Married,No,Mostly,Sales,1,Human Resources,3,3,3,3,Sales Executive,195,41,9502,22754,1,No,21,4,3,80,1,1,3,19,7,1,10,2
1397,33,M,Single,No,Sometimes,Research & Development,1,Medical,4,4,1,3,Research Scientist,200,71,3633,16959,6,No,12,3,4,80,0,0,3,2,2,2,2,4
622,41,M,Single,No,Sometimes,Research & Development,4,Technical Degree,3,1,5,4,Manufacturing Director,1409,100,17454,9851,1,Yes,16,3,3,80,0,2,3,24,11,14,7,2
784,40,M,Married,Yes,Sometimes,Sales,3,Medical,4,3,3,2,Sales Executive,871,33,1129,14566,9,No,18,3,3,80,1,1,2,11,0,4,9,1
147,28,F,Married,No,Sometimes,Human Resources,3,Life Sciences,3,3,3,3,Human Resources,743,43,7594,14065,1,Yes,13,3,4,80,1,2,3,3,2,0,2,1
672,22,F,Single,Yes,Sometimes,Research & Development,2,Life Sciences,4,2,1,2,Laboratory Technician,1115,99,2728,18156,1,No,12,3,4,80,0,5,3,0,0,1,0,5
1327,42,M,Married,No,Sometimes,Sales,3,Marketing,3,3,2,2,Sales Executive,109,100,6072,19198,4,Yes,18,3,4,80,0,6,4,7,9,1,5,7
1376,34,M,Divorced,No,Sometimes,Sales,3,Technical Degree,4,3,2,4,Sales Executive,526,44,4326,11430,3,Yes,15,3,4,80,1,2,4,0,0,0,0,1
443,42,F,Single,No,Sometimes,Human Resources,2,Other,3,2,2,4,Sales Executive,774,77,5421,16565,3,No,19,3,1,80,0,3,3,8,4,2,0,8
1849,42,M,Married,No,Sometimes,Research & Development,4,Life Sciences,3,2,5,3,Research Director,125,36,13406,19479,1,No,16,3,2,80,2,3,3,23,16,11,11,27
568,50,M,Married,Yes,Sometimes,Research & Development,4,Medical,2,2,1,3,Research Scientist,469,71,4449,26451,9,Yes,13,3,1,80,3,2,1,4,3,1,2,1
1343,43,M,Divorced,No,Sometimes,Research & Development,3,Medical,2,2,3,1,Healthcare Representative,610,68,9688,25936,2,No,17,3,1,80,1,2,2,10,7,0,7,3
201,38,F,Married,Yes,Sometimes,Research & Development,4,Technical Degree,2,4,1,3,Research Scientist,247,46,2109,4638,1,No,17,3,3,80,1,5,3,1,0,0,0,5
1368,44,F,Married,No,Sometimes,Research & Development,3,Medical,4,3,5,3,Healthcare Representative,150,84,15981,11389,2,No,23,4,3,80,1,2,2,1,0,0,0,12
991,41,M,Single,No,Sometimes,Research & Development,4,Life Sciences,3,3,1,3,Laboratory Technician,1109,58,2173,2731,1,No,21,4,3,80,0,3,3,4,2,0,2,8
847,39,F,Married,No,Sometimes,Sales,3,Marketing,2,3,2,4,Sales Executive,1376,54,8595,12177,2,No,12,3,4,80,0,2,3,8,7,1,7,10
167,42,M,Divorced,No,Sometimes,Sales,4,Marketing,1,4,4,4,Manager,298,79,17747,18462,4,No,11,3,2,80,1,3,3,30,6,0,6,1
1188,50,M,Married,Yes,Mostly,Sales,4,Life Sciences,2,3,2,3,Sales Executive,252,74,5526,14290,7,No,12,3,2,80,1,2,3,8,4,0,7,9
1824,53,F,Married,No,Sometimes,Research & Development,3,Medical,3,4,2,4,Laboratory Technician,433,30,4435,14451,3,Yes,11,3,3,80,1,2,3,5,4,0,2,6
74,45,F,Single,No,Sometimes,Research & Development,1,Life Sciences,3,2,3,4,Manufacturing Director,1107,31,13795,18395,1,No,21,4,2,80,0,6,3,15,14,14,13,2
1883,27,M,Single,Yes,Sometimes,Research & Development,1,Life Sciences,2,1,1,4,Laboratory Technician,596,76,2284,13982,1,No,16,3,4,80,0,4,1,1,0,0,0,9
742,57,M,Divorced,Yes,Sometimes,Research & Development,4,Medical,1,3,1,2,Research Scientist,939,38,2009,23419,1,No,13,3,4,80,3,3,1,4,2,1,2,24
478,36,M,Married,Yes,Sometimes,Human Resources,3,Medical,1,2,1,4,Human Resources,923,94,4753,8065,3,No,12,3,1,80,3,2,2,1,0,0,0,8
510,31,F,Single,No,No,Research & Development,4,Technical Degree,3,3,1,4,Laboratory Technician,485,36,2101,16313,4,No,22,4,3,80,0,2,3,8,2,2,0,7
895,43,M,Married,No,Mostly,Research & Development,3,Life Sciences,3,4,4,3,Healthcare Representative,1301,58,12428,9697,0,No,15,3,3,80,3,3,3,10,10,4,13,2
341,29,F,Divorced,No,Sometimes,Research & Development,2,Life Sciences,2,3,1,1,Laboratory Technician,1153,35,3799,17045,6,Yes,21,4,2,80,1,2,3,3,1,3,3,23
1065,21,M,Married,No,Sometimes,Research & Development,3,Other,3,3,1,4,Research Scientist,593,30,2898,22473,1,No,19,3,4,80,1,2,3,3,2,1,8,20
1766,29,F,Married,Yes,Sometimes,Sales,3,Marketing,3,2,2,4,Sales Executive,990,98,1318,11180,1,No,14,3,2,80,0,2,4,1,1,0,0,27
18,29,F,Single,No,Mostly,Research & Development,2,Life Sciences,4,3,2,4,Manufacturing Director,516,52,4944,16690,2,Yes,12,3,4,80,0,2,3,2,2,2,2,7
1603,41,M,Married,No,No,Research & Development,2,Other,4,2,2,4,Healthcare Representative,584,95,4141,17322,4,No,14,3,4,80,2,2,2,13,15,1,9,2
1760,25,F,Married,No,Sometimes,Sales,3,Life Sciences,1,3,2,3,Sales Executive,990,41,4869,22359,3,No,18,3,4,80,2,2,4,7,3,7,2,17
415,40,M,Single,No,Sometimes,Research & Development,2,Life Sciences,4,2,3,4,Manager,834,90,16954,22794,3,No,18,3,4,80,0,2,1,5,0,0,4,3
627,39,M,Divorced,No,Sometimes,Research & Development,3,Medical,3,4,2,2,Research Scientist,820,78,5020,18458,1,No,13,3,2,80,2,2,3,6,1,1,3,3
55,41,M,Single,No,Mostly,Research & Development,4,Medical,3,2,3,1,Research Director,561,73,13856,13564,5,No,22,4,1,80,0,2,3,22,14,12,12,24
1934,42,F,Married,No,Sometimes,Research & Development,1,Medical,3,3,3,4,Healthcare Representative,1495,62,10573,3782,2,No,12,3,1,80,1,4,3,16,7,8,2,8
1532,36,M,Married,No,Mostly,Sales,3,Medical,1,4,2,4,Sales Executive,377,49,6079,18084,4,No,12,3,2,80,1,4,2,6,4,5,4,3
325,52,F,Single,No,Sometimes,Sales,3,Marketing,2,3,4,4,Manager,826,100,16140,9890,4,No,11,3,4,80,0,2,4,2,2,2,2,12
1404,32,F,Divorced,No,Mostly,Sales,4,Marketing,2,3,2,3,Sales Executive,618,70,9798,15995,1,No,12,3,2,80,2,3,2,5,2,0,4,8
94,39,M,Single,Yes,No,Research & Development,3,Life Sciences,4,2,1,4,Laboratory Technician,1282,81,3130,21384,1,Yes,23,4,4,80,0,2,3,1,0,0,0,28
1204,53,M,Married,No,Mostly,Human Resources,2,Other,4,3,2,1,Human Resources,594,93,6847,17291,1,No,23,4,4,80,1,1,3,6,4,0,3,1
1644,29,M,Divorced,No,Mostly,Research & Development,1,Medical,3,3,1,4,Laboratory Technician,1343,76,2609,8132,1,No,14,3,4,80,1,3,2,5,2,0,2,2
470,48,F,Married,No,Sometimes,Research & Development,3,Medical,4,3,5,2,Manager,162,65,19585,8664,1,No,12,3,3,80,1,3,3,21,9,1,11,2
1300,46,M,Married,No,Sometimes,Research & Development,2,Life Sciences,2,3,2,2,Laboratory Technician,328,63,4450,18673,0,No,18,3,1,80,1,1,3,7,5,0,7,1
1322,37,F,Divorced,No,Sometimes,Research & Development,4,Life Sciences,2,1,2,4,Manufacturing Director,1307,52,6016,16662,1,No,11,3,3,80,2,3,3,10,8,3,9,29
1340,55,F,Divorced,Yes,Sometimes,Research & Development,3,Medical,3,3,2,4,Research Scientist,1219,31,4704,7062,1,Yes,17,3,3,80,2,2,3,11,0,1,9,16
320,40,F,Divorced,No,Sometimes,Research & Development,4,Medical,4,3,3,4,Research Director,281,83,17410,19128,1,No,11,3,4,80,1,3,4,25,7,0,12,4
1275,56,M,Divorced,No,Mostly,Research & Development,2,Life Sciences,1,1,2,4,Manufacturing Director,945,30,3118,21841,4,Yes,23,4,2,80,2,4,2,4,4,1,2,12
925,51,F,Married,No,Mostly,Research & Development,3,Medical,3,2,1,4,Research Scientist,1130,78,2327,22308,5,Yes,25,4,3,80,1,5,4,5,4,0,0,18
1363,37,F,Married,No,Sometimes,Sales,4,Marketing,3,1,2,2,Sales Executive,1444,46,6527,26068,0,No,18,3,1,80,0,3,2,10,16,0,9,18
1667,36,F,Single,Yes,Sometimes,Research & Development,4,Medical,4,3,1,3,Research Scientist,141,56,3621,10089,3,Yes,11,3,3,80,0,4,2,3,2,4,0,9
1257,28,M,Married,No,Mostly,Research & Development,1,Life Sciences,3,3,1,2,Laboratory Technician,796,32,3018,16320,1,No,19,3,1,80,1,3,3,7,2,1,0,20
413,36,M,Married,No,Sometimes,Research & Development,3,Life Sciences,4,3,3,4,Manufacturing Director,314,85,8612,5933,2,No,15,3,2,80,1,2,3,7,4,1,7,15
1538,26,F,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,3,Research Scientist,140,31,1266,6217,1,No,15,3,4,80,1,3,3,5,2,0,2,8
2060,40,F,Single,Yes,Mostly,Sales,3,Life Sciences,4,3,2,3,Sales Executive,845,63,4547,16391,9,Yes,13,3,4,80,0,2,3,3,2,3,2,25
1137,35,F,Divorced,No,Sometimes,Sales,4,Medical,3,3,2,3,Sales Executive,326,34,4741,14480,1,No,19,3,4,80,1,3,3,4,5,1,7,6
1045,41,F,Married,No,Sometimes,Sales,4,Marketing,1,2,4,4,Sales Executive,696,63,10929,19934,2,No,13,3,3,80,1,3,2,3,2,2,2,20
72,45,F,Divorced,No,Mostly,Research & Development,4,Life Sciences,3,2,1,1,Research Scientist,179,51,2320,16021,2,No,12,3,3,80,1,5,3,3,1,1,2,4
1278,42,F,Divorced,No,Mostly,Research & Development,3,Life Sciences,1,4,2,3,Laboratory Technician,938,59,6339,12973,5,Yes,13,3,4,80,1,2,3,8,7,1,7,8
1487,31,F,Single,No,Sometimes,Research & Development,2,Life Sciences,1,3,1,3,Research Scientist,877,94,1502,5301,1,Yes,11,3,4,80,0,2,3,6,2,1,2,7
1220,36,F,Single,No,Sometimes,Sales,2,Medical,3,2,3,4,Sales Executive,703,51,9202,22229,1,No,22,4,1,80,0,3,3,14,5,7,8,1
257,22,F,Married,Yes,Sometimes,Research & Development,1,Medical,3,3,1,2,Research Scientist,1252,34,2899,23787,1,Yes,18,3,1,80,1,5,3,8,3,1,6,10
2054,39,F,Divorced,No,Mostly,Research & Development,2,Medical,1,3,2,4,Human Resources,844,84,4624,22950,9,No,12,3,3,80,2,5,3,1,7,1,0,3
1728,42,M,Single,No,Sometimes,Research & Development,4,Life Sciences,4,3,4,3,Research Director,602,36,15876,26623,9,No,14,3,3,80,0,3,3,20,7,4,17,2
1230,29,M,Single,Yes,No,Research & Development,1,Life Sciences,3,4,2,4,Research Scientist,256,99,4429,22015,1,No,17,3,1,80,0,3,2,9,0,0,1,18
946,45,M,Married,No,Sometimes,Research & Development,4,Life Sciences,3,2,1,4,Laboratory Technician,878,86,2556,5449,5,No,18,3,2,80,2,3,2,3,2,0,1,15
1012,36,F,Divorced,No,Mostly,Research & Development,4,Medical,1,2,2,3,Research Scientist,190,32,5002,2983,1,Yes,11,3,1,80,2,5,2,10,8,5,7,18
624,28,M,Married,No,Sometimes,Research & Development,4,Medical,3,3,1,3,Research Scientist,1151,68,3279,16325,1,No,11,3,4,80,0,3,3,4,2,1,3,8
1386,41,F,Single,No,Mostly,Sales,3,Life Sciences,3,3,2,1,Sales Executive,776,50,9234,12663,4,No,16,3,4,80,0,1,3,7,7,0,7,7
137,47,F,Married,No,Sometimes,Sales,3,Marketing,4,3,4,3,Manager,1471,92,17070,13031,2,No,12,3,4,80,1,4,3,3,12,4,4,12
686,42,M,Married,No,Sometimes,Research & Development,3,Technical Degree,3,2,1,4,Laboratory Technician,1397,59,4034,9856,4,No,14,3,3,80,1,4,3,3,0,2,2,4
1884,22,F,Married,No,Mostly,Research & Development,4,Life Sciences,2,2,1,3,Research Scientist,1329,32,2218,12221,1,No,11,3,4,80,0,2,3,5,4,0,4,22
1339,41,M,Married,No,Sometimes,Research & Development,4,Medical,2,3,5,4,Research Director,1113,41,19827,6171,2,Yes,13,3,2,80,1,2,3,14,15,15,4,3
1222,56,F,Single,No,Sometimes,Sales,1,Life Sciences,4,1,4,4,Sales Executive,212,74,14602,19293,7,Yes,20,4,1,80,0,0,3,10,6,4,16,4
184,18,M,Divorced,No,Sometimes,Research & Development,1,Life Sciences,2,3,1,4,Laboratory Technician,1426,85,3389,11357,1,No,14,3,4,80,0,3,3,0,7,1,2,1
1496,55,M,Divorced,No,Sometimes,Research & Development,3,Medical,3,3,4,3,Healthcare Representative,154,83,10055,7654,0,No,11,3,4,80,1,2,2,25,0,0,12,2
1588,31,M,Single,No,Sometimes,Research & Development,3,Medical,3,3,1,2,Research Scientist,460,58,2071,4182,1,No,23,4,3,80,0,6,3,1,0,0,0,4
765,29,F,Married,Yes,Mostly,Sales,5,Medical,1,3,1,4,Sales Executive,1344,83,1129,21039,0,No,19,3,4,80,2,5,2,1,4,0,0,11
814,56,M,Married,Yes,Sometimes,Research & Development,3,Other,2,2,1,2,Research Scientist,212,97,2700,17012,8,No,13,3,3,80,0,3,3,2,2,2,0,6
107,43,M,Divorced,No,Sometimes,Sales,4,Marketing,3,3,2,4,Sales Executive,1495,78,7468,10587,8,No,12,3,4,80,1,4,3,7,2,1,7,19
500,27,F,Single,No,No,Research & Development,1,Life Sciences,4,2,3,4,Healthcare Representative,465,89,9203,13731,1,No,22,4,3,80,0,3,3,6,3,1,3,8
1017,37,M,Married,No,Sometimes,Research & Development,4,Medical,3,2,2,1,Laboratory Technician,777,79,4472,12329,1,No,14,3,4,80,3,2,3,18,17,15,7,2
815,31,F,Divorced,No,No,Sales,3,Marketing,3,3,2,3,Sales Executive,1346,55,5546,23026,1,No,21,4,3,80,2,2,4,13,5,3,1,20
1933,29,M,Married,No,Sometimes,Human Resources,3,Other,4,3,2,3,Healthcare Representative,1299,87,6265,7482,1,No,11,3,1,80,0,3,3,2,2,1,2,11
627,27,F,Married,No,Sometimes,Research & Development,4,Life Sciences,1,2,1,3,Research Scientist,928,62,8492,20927,1,No,12,3,4,80,3,4,1,2,2,1,1,2
1417,48,F,Married,No,Sometimes,Research & Development,3,Life Sciences,1,3,1,3,Laboratory Technician,1381,86,2881,4001,1,No,13,3,3,80,1,3,4,5,4,0,3,16
131,37,M,Married,Yes,Sometimes,Research & Development,3,Life Sciences,2,1,3,2,Healthcare Representative,369,78,19717,26914,7,No,15,3,3,80,3,2,3,2,2,0,2,29
443,44,M,Married,No,Sometimes,Research & Development,2,Medical,1,3,5,3,Research Director,260,95,13323,18178,6,No,11,3,4,80,0,3,2,7,4,0,6,5
581,43,F,Married,No,Sometimes,Research & Development,1,Medical,1,3,2,2,Manufacturing Director,581,68,3403,4104,2,No,23,4,4,80,2,2,3,15,3,1,12,8
1803,27,M,Married,No,Sometimes,Research & Development,3,Medical,2,3,2,4,Healthcare Representative,1358,45,4777,14912,6,Yes,12,3,3,80,1,4,4,2,2,4,2,5
1731,23,F,Single,No,Sometimes,Research & Development,3,Life Sciences,1,4,1,4,Laboratory Technician,147,44,1129,13661,3,No,12,3,4,80,0,2,2,4,3,0,2,1
766,36,F,Single,No,Sometimes,Sales,4,Marketing,2,2,2,4,Sales Executive,341,36,4848,10709,1,Yes,15,3,2,80,0,6,2,10,8,1,8,16
1220,38,F,Married,No,Sometimes,Research & Development,3,Life Sciences,3,4,2,3,Laboratory Technician,436,45,4163,5718,1,No,11,3,1,80,0,1,3,10,9,8,7,2
1214,30,M,Married,Yes,Sometimes,Research & Development,4,Life Sciences,3,1,3,2,Healthcare Representative,990,70,11569,22373,7,Yes,21,4,2,80,0,3,2,1,0,0,3,27
1507,57,M,Divorced,No,Sometimes,Research & Development,1,Life Sciences,3,2,4,1,Research Director,235,31,13456,17169,0,No,13,3,1,80,1,3,3,29,6,15,11,17
2055,48,F,Married,No,Sometimes,Sales,3,Life Sciences,1,3,2,4,Sales Executive,822,77,4377,5494,3,No,14,3,4,80,2,3,2,4,0,1,3,4
329,29,M,Married,No,Sometimes,Research & Development,3,Life Sciences,2,3,2,1,Healthcare Representative,1492,36,8682,13077,0,Yes,11,3,3,80,1,2,3,8,0,1,0,23
989,37,M,Single,Yes,Mostly,Human Resources,3,Other,4,2,3,3,Sales Executive,909,30,9717,16395,3,Yes,12,3,4,80,0,2,3,5,3,0,7,7
1276,39,F,Single,No,Sometimes,Sales,2,Medical,4,3,2,3,Sales Executive,443,57,4439,10793,2,Yes,15,3,4,80,0,2,4,1,0,0,0,18
879,44,F,Single,No,Sometimes,Research & Development,3,Other,2,3,2,3,Healthcare Representative,1307,31,5831,11213,2,No,14,3,1,80,0,6,4,7,7,7,8,24
1697,56,M,Divorced,No,No,Sales,3,Marketing,4,2,1,3,Sales Representative,640,38,2085,3358,4,No,13,3,2,80,1,3,3,2,4,4,2,2
