employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,tenure,term_type,term_reason,active_status
3228148235,HR,Benefits,5079765737,776978900,,,Team Lead,Female,Heterosexual,Caucasian,37,Bachelor's degree,Remote,San Francisco,Single,Full Time,67668,2013-08-28,,114,,,1
6951563512,HR,Benefits,6448750850,7395466950,7133405098,,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Chicago,Married,Full Time,71920,2021-09-14,,16,,,1
199256656,Finance,Accounting,7403740282,110290553,9912059236,,Individual Contributor,Female,Heterosexual,Caucasian,27,Bachelor's degree,On-site,San Francisco,Single,Full Time,76248,2012-11-09,,124,,,1
3230777875,Operations,Logistics,3852499654,3500112514,5755162194,,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Indianapolis,Single,Full Time,76732,2014-01-15,,109,,,1
7822223667,Software,Software Development,,,,,Director,Male,Heterosexual,Caucasian,36,Bachelor's degree,On-site,Los Angeles,Single,Full Time,133697,2014-09-08,,101,,,1
7535067682,Marketing,Marketing Research,6739571637,6684670706,3903624224,,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Dallas,Single,Full Time,74842,2020-05-22,2021-05-19,12,Voluntary,Career change,0
6538824806,Procurement,Supply Chain,4610383985,461150425,2796318879,,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,On-site,San Francisco,Single,Full Time,77806,2017-07-04,2019-07-09,24,Voluntary,Found a better opportunity,0
4794907925,Product Development,Product Management,1972314523,,,,Manager,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Chicago,Single,Full Time,89678,2021-08-05,,17,,,1
607505072,Administration,Facilities,3847462396,9107903946,2400560585,,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,On-site,San Francisco,Married,Full Time,78252,2018-10-18,,51,,,1
1160841172,Software,QA,5203583382,,,,Manager,Male,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Fort Worth,Married,Full Time,104222,2015-01-10,,97,,,1
2394901970,Finance,Accounting,4806633618,7481665421,7250449451,,Individual Contributor,Female,Heterosexual,Other,39,Bachelor's degree,Remote,Boston,Single,Full Time,82576,2015-05-15,,93,,,1
2405970532,Operations,Project Management,1213668991,7686435950,8202224131,,Individual Contributor,Female,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Charlotte,Single,Full Time,70235,2017-12-07,,62,,,1
6789342207,Finance,Financial Planning,7850564251,4820449671,,,Team Lead,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Chicago,Single,Full Time,81926,2019-11-09,,38,,,1
7912234488,Software,QA,2865338159,,,,Manager,Male,Heterosexual,Caucasian,20,Bachelor's degree,On-site,San Francisco,Married,Full Time,90251,2012-07-10,,128,,,1
4024997790,Software,Software Development,4237267600,4520267703,,,Team Lead,Male,Heterosexual,Caucasian,21,Bachelor's degree,Remote,San Antonio,Single,Full Time,106497,2016-09-24,,76,,,1
5324345492,Procurement,Supply Chain,8534066176,7559376961,2796318879,,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Fort Worth,Single,Full Time,71920,2021-06-21,,19,,,1
706859082,Sales,Sales Operations,9558319515,8067939740,6897889572,,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Charlotte,Single,Full Time,77974,2014-03-05,,108,,,1
1336767925,R&D,Research,9942013239,1249003626,4188423400,,Individual Contributor,Female,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Phoenix,Married,Full Time,75916,2012-02-04,,133,,,1
6506285607,Administration,Executive Assistants,4464468754,1925899799,8857691489,,Individual Contributor,Male,Gay,Asian,28,Bachelor's degree,Remote,San Diego,Single,Full Time,75026,2013-03-05,,120,,,1
4153549649,HR,Benefits,6343182604,5662654509,3438125557,,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Houston,Married,Full Time,73044,2021-09-13,2021-10-30,2,Involuntary,Budget cuts,0
8831670099,Software,Software Development,3617273619,8365031881,2865338159,,Individual Contributor,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Washington DC,Single,Full Time,78202,2014-03-23,2016-03-31,25,Voluntary,More flexible benefits,0
1326358575,HR,Recruiting,6913607937,6539526594,7133405098,,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,77342,2013-03-13,,120,,,1
3123413915,Software,Technical Support,2105575069,298249457,2865338159,,Individual Contributor,Male,Heterosexual,Asian,39,Bachelor's degree,Remote,Seattle,Single,Full Time,85885,2015-03-22,,95,,,1
2043479350,Sales,Account Management,7078353649,501824171,6897889572,,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Indianapolis,Single,Full Time,84381,2021-06-05,2021-08-05,2,Voluntary,Relocation,0
1516300936,Procurement,Vendor Management,2575449602,,,,Manager,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Phoenix,Single,Full Time,67135,2016-09-03,,77,,,1
2417692467,Administration,Travel,5185742666,8787345215,2400560585,,Individual Contributor,Female,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Columbus,Single,Full Time,57620,2012-11-11,,124,,,1
3002992448,Finance,Financial Planning,7851703952,2452767308,4820449671,,Individual Contributor,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,Washington DC,Single,Full Time,74297,2018-11-29,,50,,,1
4425817863,Procurement,Procurement,6052382518,5515903616,401645351,,Individual Contributor,Female,Heterosexual,Hispanic,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,50732,2021-05-15,,20,,,1
4389568583,Operations,Project Management,7697149104,,,,Manager,Male,Heterosexual,Caucasian,29,Master's degree,Remote,San Jose,Single,Full Time,81444,2012-01-15,,134,,,1
2613301259,Administration,Facilities,2487023193,6395251975,5934410378,,Individual Contributor,Male,Heterosexual,Hispanic,30,Bachelor's degree,Remote,San Antonio,Single,Full Time,49310,2013-06-11,,116,,,1
9752435188,Marketing,Advertising,4444506319,7748671897,9339673820,,Individual Contributor,Male,Heterosexual,Asian,23,Bachelor's degree,Remote,San Antonio,Single,Full Time,69591,2013-05-17,,117,,,1
5173363708,Procurement,Procurement,8534066176,5448179396,2796318879,,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Boston,Single,Full Time,69770,2017-12-10,,62,,,1
7310645110,HR,Training,5639488008,5884235056,,,Team Lead,Male,Heterosexual,Caucasian,29,Associate's degree,Remote,San Francisco,Single,Full Time,88751,2021-09-01,2021-10-30,2,Voluntary,Found a better opportunity,0
9340283230,Product Development,Product Management,3972602971,5545618010,1972314523,,Individual Contributor,Male,Heterosexual,Asian,23,Bachelor's degree,Remote,Philadelphia,Single,Contract,95094,2015-08-20,,90,,,1
5072273373,Software,Technical Support,799087084,7912234488,7822223667,,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Antonio,Single,Full Time,82658,2021-03-30,,22,,,1
2135026115,R&D,Research,4614351030,2722098794,9759719470,,Individual Contributor,Male,Heterosexual,Asian,24,Bachelor's degree,Remote,Fort Worth,Single,Full Time,83254,2013-09-20,,113,,,1
6635230085,R&D,Prototyping,1964753032,3788777976,4188423400,,Individual Contributor,Male,Heterosexual,Asian,35,Bachelor's degree,On-site,Los Angeles,Single,Full Time,101055,2018-06-29,,55,,,1
8108692698,Software,Software Development,5323551389,1820372722,3393860506,,Individual Contributor,Male,Heterosexual,Caucasian,22,Master's degree,Remote,San Jose,Single,Full Time,104344,2014-09-23,,101,,,1
4037967628,HR,Benefits,3208176362,2412885866,6032514284,,Individual Contributor,Male,Heterosexual,Native American,28,Bachelor's degree,Remote,Charlotte,Single,Full Time,57156,2015-01-28,,97,,,1
8265471217,Finance,Accounting,1663938316,488461137,9912059236,,Individual Contributor,Male,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Austin,Single,Full Time,71926,2017-03-31,,70,,,1
1398698114,Product Development,Product Management,2577085906,4794907925,1972314523,,Individual Contributor,Female,Heterosexual,Caucasian,25,Bachelor's degree,Remote,San Diego,Single,Full Time,70842,2012-01-13,,134,,,1
9764945292,Procurement,Vendor Management,7285676155,461150425,2575449602,,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Seattle,Single,Full Time,71364,2020-05-06,,32,,,1
3024087209,Software,Technical Support,6491854768,4520267703,,,Team Lead,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Antonio,Single,Full Time,91920,2015-08-27,,90,,,1
3377709213,Legal,Intellectual Property,8390217612,826386558,9185279819,,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Washington DC,Married,Full Time,102876,2018-05-24,2020-06-25,25,Voluntary,Career change,0
2096095905,Customer Service,Technical Support,9880324150,4367039525,3813739590,,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Francisco,Married,Full Time,72561,2020-06-24,,31,,,1
2924639859,Sales,Sales Operations,1411648074,3133341668,9830301175,,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Austin,Single,Full Time,69275,2017-01-04,,73,,,1
7976365435,Software,QA,298249457,5539617772,,,Team Lead,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,San Antonio,Single,Full Time,119692,2015-04-14,,94,,,1
9162418562,Customer Service,Technical Support,4367039525,8519877319,,,Team Lead,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Washington DC,Single,Full Time,85926,2014-12-19,2016-09-21,21,Voluntary,Better salary,0
7750847639,Finance,Accounting,720615482,110290553,3197062390,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Indianapolis,Single,Full Time,69630,2019-01-18,,48,,,1
5348327109,Administration,Executive Assistants,5129520114,9795504216,4191660438,,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,New York,Single,Full Time,56673,2013-06-27,,116,,,1
3316772045,Legal,Litigation,677038962,8386961575,6302945739,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,On-site,Dallas,Single,Full Time,109406,2012-08-27,,126,,,1
5817692309,Procurement,Procurement,4556536334,3769669997,2575449602,,Individual Contributor,Male,Heterosexual,Caucasian,30,Master's degree,Remote,Seattle,Single,Full Time,77848,2012-08-20,,126,,,1
7259955843,Customer Service,Customer Support,8519244617,9725115550,3813739590,,Individual Contributor,Female,Heterosexual,Native American,21,Bachelor's degree,On-site,Los Angeles,Single,Full Time,57696,2018-09-08,,53,,,1
7120701845,Operations,Supply Chain,3786889339,2196167446,559970810,,Individual Contributor,Female,Heterosexual,Caucasian,27,Master's degree,Remote,Philadelphia,Single,Full Time,62756,2013-01-12,2013-12-21,11,Voluntary,More flexible benefits,0
2313632574,Legal,Litigation,9391143974,906213508,9185279819,,Individual Contributor,Male,Heterosexual,Asian,48,Bachelor's degree,On-site,Los Angeles,Married,Full Time,81743,2014-05-23,,105,,,1
7706339100,Administration,Travel,1989906364,9107903946,4191660438,,Individual Contributor,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,Charlotte,Single,Full Time,60626,2013-07-07,,116,,,1
853263486,Software,Software Development,8432247533,3215405488,2865338159,,Individual Contributor,Male,Heterosexual,Asian,38,Bachelor's degree,Remote,Indianapolis,Single,Full Time,93200,2017-11-24,,62,,,1
2907435146,HR,Recruiting,6771882600,7395466950,6814563713,,Individual Contributor,Male,Heterosexual,African American,28,Bachelor's degree,Remote,Indianapolis,Single,Full Time,65390,2014-12-27,,98,,,1
415883380,Finance,Accounting,1561313151,7481665421,9456183075,,Individual Contributor,Female,Heterosexual,Caucasian,44,Bachelor's degree,On-site,Los Angeles,Single,Full Time,86184,2018-11-02,,51,,,1
9907856962,Marketing,Advertising,5716754419,7514358340,7865133164,,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,On-site,San Francisco,Single,Full Time,89236,2021-06-12,2021-07-30,2,Voluntary,Better salary,0
6337292364,Customer Service,Account Management,,,,,Director,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Charlotte,Single,Full Time,100367,2015-04-05,2016-02-26,11,Voluntary,More flexible benefits,0
7151779892,Administration,Travel,1214290205,9795504216,5934410378,,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,On-site,San Francisco,Single,Full Time,56840,2014-03-26,,107,,,1
5464917999,HR,Recruiting,8904934909,7395466950,3438125557,,Individual Contributor,Female,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Chicago,Married,Full Time,76964,2020-09-07,,28,,,1
4294275483,Finance,Auditing,3312220021,2790746695,9456183075,,Individual Contributor,Female,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Antonio,Single,Full Time,74405,2017-11-01,,63,,,1
9880324150,Customer Service,Technical Support,9296968762,8780882161,,,Team Lead,Male,Heterosexual,Hispanic,24,Bachelor's degree,Remote,Phoenix,Single,Full Time,54937,2012-02-24,,132,,,1
4960628110,Software,QA,11174459,3889758879,14845113,,Individual Contributor,Female,Heterosexual,Caucasian,20,Bachelor's degree,Remote,San Jose,Single,Full Time,88132,2018-06-14,,56,,,1
7192138834,HR,Training,382326024,5662654509,6032514284,,Individual Contributor,Male,Heterosexual,Caucasian,30,Associate's degree,Remote,San Francisco,Married,Full Time,84238,2016-05-09,,81,,,1
841893752,Procurement,Vendor Management,753727511,5515903616,5427032276,,Individual Contributor,Male,Heterosexual,Asian,33,Bachelor's degree,Remote,Dallas,Single,Full Time,61423,2021-03-12,,22,,,1
4277339964,Operations,Supply Chain,2196167446,6841245333,,,Team Lead,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,San Jose,Married,Full Time,87949,2014-08-19,2015-06-28,10,Voluntary,Relocation,0
4923676007,Software,Technical Support,,,,,Director,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,New York,Single,Full Time,135460,2017-06-17,2019-05-14,23,Voluntary,More flexible benefits,0
6032555505,Software,QA,4024997790,1486063716,4520267703,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,San Francisco,Single,Full Time,76699,2021-11-29,,13,,,1
4756165756,Marketing,Advertising,5917335943,8978327887,4230864073,,Individual Contributor,Male,Heterosexual,Caucasian,40,Master's degree,Remote,New York,Single,Full Time,83256,2021-12-24,,13,,,1
9579508264,Operations,Logistics,4389568583,4189721097,,,Team Lead,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Philadelphia,Single,Full Time,100219,2019-08-01,,42,,,1
4951919763,Software,Technical Support,803376799,3278616831,,,Team Lead,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Chicago,Single,Full Time,92875,2013-03-30,,119,,,1
9691059003,Software,Software Development,3617273619,2347665958,2820765709,,Individual Contributor,Female,Heterosexual,Caucasian,36,Master's degree,Remote,Jacksonville,Single,Full Time,89846,2015-01-21,,97,,,1
9068333959,HR,Training,6504995268,6712864206,6032514284,,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Philadelphia,Single,Full Time,62540,2018-06-01,,56,,,1
7239397829,Product Development,Product Marketing,9360184196,4889992447,5232812171,,Individual Contributor,Female,Heterosexual,Caucasian,24,Bachelor's degree,On-site,San Francisco,Single,Full Time,98818,2015-09-29,,88,,,1
8067939740,Sales,Business Development,1627659010,,,,Manager,Male,Heterosexual,Asian,32,Bachelor's degree,Remote,Columbus,Single,Full Time,95980,2017-07-29,,66,,,1
1454483671,Operations,Supply Chain,3569805223,6743992745,8202224131,,Individual Contributor,Male,Heterosexual,Native American,35,Bachelor's degree,Remote,Columbus,Single,Full Time,73181,2014-01-26,,109,,,1
5158926754,Operations,Project Management,9579508264,3500112514,559970810,,Individual Contributor,Female,Heterosexual,Hispanic,30,Bachelor's degree,Remote,New York,Single,Full Time,79449,2015-10-06,2017-08-12,23,Voluntary,Better salary,0
1983938709,Administration,Travel,5827568231,38583276,2400560585,,Individual Contributor,Male,Heterosexual,African American,39,None,Remote,Chicago,Single,Full Time,64529,2013-09-18,,113,,,1
2479689620,Marketing,Marketing Research,6748265494,5276190212,,,Team Lead,Male,Heterosexual,Hispanic,25,Bachelor's degree,Remote,San Antonio,Single,Full Time,73585,2016-06-29,,79,,,1
3156711743,HR,Training,3990298115,5472839464,8645953426,,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Houston,Single,Full Time,69759,2014-10-13,2015-07-30,10,Voluntary,More flexible benefits,0
338342299,Operations,Logistics,5794982091,3659150070,559970810,,Individual Contributor,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Antonio,Single,Full Time,85225,2016-01-23,,85,,,1
3361712173,Sales,Business Development,3452593626,3270697183,347221121,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Denver,Single,Full Time,65250,2021-08-11,,17,,,1
6166874568,Software,QA,5496275262,4292100017,2724221678,,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Denver,Single,Full Time,108801,2020-01-15,,36,,,1
8512474723,Product Development,Project Management,6733189869,4889992447,1972314523,,Individual Contributor,Male,Heterosexual,Native American,56,Bachelor's degree,On-site,San Francisco,Married,Full Time,89006,2018-06-20,,55,,,1
8645953426,HR,Recruiting,,,,,Director,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,San Jose,Single,Full Time,89437,2021-01-21,,24,,,1
7558833662,Finance,Auditing,8889202967,8186119765,3197062390,,Individual Contributor,Male,Heterosexual,Caucasian,46,Bachelor's degree,Remote,San Jose,Married,Full Time,78475,2019-10-25,2020-11-18,13,Voluntary,More flexible benefits,0
1936179709,Software,Technical Support,7030400666,715843816,7822223667,,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Dallas,Single,Full Time,77771,2020-12-14,,25,,,1
5267170361,Administration,Facilities,2487023193,5188666276,2400560585,,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Denver,Single,Full Time,76334,2020-05-24,,32,,,1
8261618545,Procurement,Supply Chain,7285676155,3065321259,2575449602,,Individual Contributor,Male,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Philadelphia,Married,Full Time,67358,2021-10-11,,15,,,1
277980653,Product Development,Product Marketing,1578836118,2982150690,5232812171,,Individual Contributor,Female,Heterosexual,Asian,34,Bachelor's degree,Remote,Dallas,Single,Full Time,71741,2019-08-14,,41,,,1
231531288,Administration,Travel,451460029,8787345215,4191660438,,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Francisco,Single,Full Time,74456,2013-01-29,,121,,,1
2128268632,Legal,Corporate Law,4402325837,8490307596,9825402532,,Individual Contributor,Male,Heterosexual,African American,35,Bachelor's degree,Remote,Washington DC,Single,Full Time,64661,2014-07-30,,103,,,1
2702329210,Product Development,Product Management,1517121064,5232812171,,,Team Lead,Female,Heterosexual,Hispanic,39,Bachelor's degree,On-site,Los Angeles,Single,Full Time,77301,2013-11-16,,111,,,1
2314441018,HR,Training,9049333862,6306104130,5884235056,,Individual Contributor,Male,Heterosexual,Caucasian,40,Bachelor's degree,On-site,San Francisco,Married,Full Time,79503,2013-09-23,,113,,,1
2655794868,Finance,Financial Planning,5576052692,2452767308,9477069684,,Individual Contributor,Female,Heterosexual,Caucasian,24,Bachelor's degree,On-site,Los Angeles,Single,Full Time,95017,2012-05-26,,129,,,1
28099799,Procurement,Supply Chain,4556536334,4339713774,2575449602,,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,Phoenix,Single,Full Time,60501,2012-10-18,,124,,,1
6219416175,Sales,Business Development,2395223339,501824171,2342423041,,Individual Contributor,Female,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Denver,Single,Full Time,66590,2016-05-24,,81,,,1
8780882161,Customer Service,Account Management,,,,,Director,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Phoenix,Married,Full Time,77349,2017-02-24,,71,,,1
1406715012,Legal,Corporate Law,3121650570,826386558,9185279819,,Individual Contributor,Female,Heterosexual,Asian,23,Bachelor's degree,Remote,Austin,Single,Full Time,97413,2013-01-30,,121,,,1
1350808004,Operations,Project Management,441147170,8871554550,3449673055,,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Houston,Single,Full Time,85305,2015-01-06,,97,,,1
8740109022,Marketing,Marketing Research,6024727068,9339673820,,,Team Lead,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Denver,Single,Full Time,85556,2016-02-22,,84,,,1
9701978257,Finance,Accounting,8534990831,1476249836,588611735,,Individual Contributor,Male,Heterosexual,Native American,35,Bachelor's degree,Remote,Dallas,Single,Full Time,66073,2015-12-03,,86,,,1
3090843662,Marketing,Public Relations,1947588662,5717339582,594359533,,Individual Contributor,Female,Heterosexual,Caucasian,35,Associate's degree,On-site,Los Angeles,Single,Full Time,78810,2012-07-10,,128,,,1
1711425785,Sales,Account Management,5935723052,3021517945,4716674933,,Individual Contributor,Male,Heterosexual,Caucasian,33,Master's degree,Remote,Denver,Single,Full Time,73182,2014-09-25,2015-07-16,10,Involuntary,Performance,0
6922216546,Operations,Project Management,3796175553,2715140968,2301262288,,Individual Contributor,Male,Heterosexual,Caucasian,27,Bachelor's degree,Remote,Houston,Single,Full Time,84517,2014-12-04,,98,,,1
4597800660,HR,Recruiting,7313658323,5472839464,3438125557,,Individual Contributor,Male,Heterosexual,Asian,41,Bachelor's degree,Remote,San Francisco,Married,Full Time,63487,2016-09-26,2018-10-07,25,Voluntary,Found a better opportunity,0
3752130878,Sales,Sales Operations,8406602262,9056309026,3868375509,,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Fort Worth,Single,Full Time,77056,2020-01-01,,37,,,1
2895239559,Finance,Financial Planning,7112587586,622138401,3578501127,,Individual Contributor,Male,Heterosexual,Native American,31,Master's degree,On-site,Los Angeles,Single,Full Time,81993,2013-06-25,,116,,,1
9759170763,Operations,Supply Chain,5142089688,8384281806,7697149104,,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Charlotte,Married,Full Time,89976,2012-04-27,2013-05-03,12,Voluntary,Found a better opportunity,0
1829745728,Software,Technical Support,14845113,,,,Manager,Male,Heterosexual,Caucasian,25,Master's degree,Remote,San Jose,Single,Full Time,125094,2017-04-07,,70,,,1
6719400775,Operations,Logistics,8926008089,7870498128,663543865,,Individual Contributor,Male,Heterosexual,Caucasian,30,Master's degree,Remote,Jacksonville,Single,Full Time,64243,2019-01-15,,48,,,1
9226371429,Product Development,Product Management,296297700,,,,Manager,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Seattle,Single,Full Time,109776,2016-02-04,,84,,,1
688028914,Software,QA,2865338159,,,,Manager,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Austin,Single,Full Time,89096,2019-11-04,,39,,,1
3211124655,Marketing,Marketing Research,5920519539,49570518,9339673820,,Individual Contributor,Male,Heterosexual,Caucasian,32,Master's degree,Remote,Indianapolis,Married,Full Time,83218,2013-04-03,,119,,,1
7943430969,Procurement,Supply Chain,2575449602,,,,Manager,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Boston,Single,Full Time,85448,2017-05-23,,68,,,1
9437668405,Finance,Auditing,5576052692,2452767308,588611735,,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,On-site,San Francisco,Single,Contract,66906,2020-01-01,2021-01-31,13,Voluntary,Better salary,0
2072755291,Software,QA,3520176800,391810331,5044714263,,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Indianapolis,Married,Full Time,81870,2014-04-20,,106,,,1
1958667614,R&D,Research,9759719470,,,,Manager,Male,Heterosexual,Caucasian,50,Bachelor's degree,Remote,Austin,Married,Full Time,119847,2018-08-04,,54,,,1
1572145205,Software,QA,1747101919,5870218443,4520267703,,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Chicago,Single,Full Time,74520,2017-12-31,,61,,,1
522675842,Finance,Financial Planning,767596342,3197062390,,,Team Lead,Female,Heterosexual,Asian,34,Master's degree,Remote,Philadelphia,Single,Full Time,101853,2020-08-10,2021-06-09,10,Voluntary,Career change,0
5998815553,Sales,Sales Operations,1692646367,3133341668,5895467214,,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,San Jose,Married,Full Time,71591,2012-01-26,,133,,,1
2200639931,Operations,Logistics,7322724199,2891488321,,,Team Lead,Male,Heterosexual,Caucasian,40,Master's degree,Remote,Fort Worth,Single,Full Time,72466,2013-05-09,,118,,,1
8922396522,HR,Benefits,6189035281,5079765737,2509046989,,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Philadelphia,Married,Full Time,84084,2018-05-28,,56,,,1
2497923208,Operations,Supply Chain,5600176798,1155794554,4189721097,,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Chicago,Single,Full Time,67890,2019-04-24,,45,,,1
7166014006,Sales,Account Management,8934287810,4555902484,1627659010,,Individual Contributor,Male,Heterosexual,Asian,39,Bachelor's degree,Remote,Boston,Single,Full Time,83001,2013-06-21,,116,,,1
8406708854,Marketing,Advertising,170032659,7514358340,1912934899,,Individual Contributor,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Dallas,Married,Full Time,73828,2019-01-22,,48,,,1
2344653693,Administration,Travel,5934410378,,,,Manager,Female,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Jacksonville,Single,Full Time,88670,2021-02-11,,23,,,1
8718689691,Administration,Travel,5934410378,,,,Manager,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Houston,Single,Full Time,92248,2014-02-04,,109,,,1
9456538407,Sales,Sales Operations,8980825236,6833874778,2342423041,,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,New York,Single,Full Time,85814,2013-03-31,,119,,,1
5390966584,HR,Training,8399960796,5472839464,6032514284,,Individual Contributor,Male,Heterosexual,Hispanic,40,Bachelor's degree,Remote,Dallas,Single,Full Time,76199,2016-10-31,,75,,,1
8240505933,Product Development,Product Marketing,1546741504,296297700,,,Team Lead,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,New York,Married,Full Time,113356,2014-08-13,,102,,,1
6573608498,Product Development,Product Management,6733189869,8000299680,2425229769,,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Charlotte,Married,Full Time,86287,2020-02-01,,36,,,1
2132720287,Sales,Business Development,6785078915,7318996371,2342423041,,Individual Contributor,Male,Lesbian,Caucasian,21,Bachelor's degree,Remote,Seattle,Single,Full Time,85074,2019-08-27,,41,,,1
7868413936,Operations,Supply Chain,1213668991,9115552212,5755162194,,Individual Contributor,Female,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Jose,Single,Full Time,88568,2018-07-03,,55,,,1
3215405488,Software,Software Development,5539617772,,,,Manager,Male,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Denver,Single,Full Time,97737,2021-05-07,,20,,,1
6562599561,Operations,Supply Chain,3049695349,676375884,9279620507,,Individual Contributor,Female,Heterosexual,Caucasian,46,Bachelor's degree,Remote,Houston,Married,Full Time,78691,2013-08-31,,114,,,1
252979459,Software,Technical Support,2740827756,2865338159,,,Team Lead,Female,Heterosexual,Caucasian,21,Bachelor's degree,Remote,Denver,Single,Full Time,84654,2013-05-18,2015-04-20,23,Voluntary,Found a better opportunity,0
